目次へ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
,,52C,食肉卸売業,11,5,2,2,-,2,-,-,-,133
,,52D,生鮮魚介類卸売業,3,1,2,-,-,-,-,-,-,15
,,52E,その他の農畜産物・水産物卸売業,4,2,-,1,-,1,-,-,-,55
,,522,食料・飲料卸売業,81,42,16,10,4,4,2,3,-,"1,189"
,53,建築材料，鉱物・金属材料等卸売業,,120,65,23,16,5,7,2,1,1,"1,204"
,,530,管理，補助的経済活動を行う事業所,2,1,-,-,-,1,-,-,-,40
,,531,建築材料卸売業,57,35,10,6,2,1,1,1,1,590
,,532,化学製品卸売業,28,15,4,6,1,2,-,-,-,228
,,533,石油・鉱物卸売業,3,1,-,1,-,1,-,-,-,45
,,534,鉄鋼製品卸売業,8,3,2,1,1,1,-,-,-,95
,,535,非鉄金属卸売業,13,4,5,2,1,1,-,-,-,123
,,536,再生資源卸売業,9,6,2,-,-,-,1,-,-,83
,54,機械器具卸売業,,175,83,42,19,10,6,7,7,1,"3,438"
,,540,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,541,産業機械器具卸売業,64,36,13,6,2,2,2,3,-,"1,051"
,,542,自動車卸売業,13,6,4,2,-,1,-,-,-,105
,,543,電気機械器具卸売業,63,26,18,6,6,2,2,2,1,"1,433"
,,549,その他の機械器具卸売業,35,15,7,5,2,1,3,2,-,849
,55,その他の卸売業,,193,107,40,19,10,10,4,3,-,"2,039"
,,550,管理，補助的経済活動を行う事業所,1,1,-,-,-,-,-,-,-,1
,,551,家具・建具・じゅう器等卸売業,24,11,5,2,1,3,1,1,-,456
,,552,医薬品・化粧品等卸売業,44,22,11,3,3,4,-,1,-,455
,,553,紙・紙製品卸売業,15,4,6,3,-,1,1,-,-,188
,,559,他に分類されない卸売業,109,69,18,11,6,2,2,1,-,939
,,55A,代理商、仲立業,8,6,1,-,1,-,-,-,-,41
,,55B,他に分類されないその他の卸売業,101,63,17,11,5,2,2,1,-,898
,56,各種商品小売業,,2,-,-,-,-,1,1,-,-,117
,,560,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,561,百貨店，総合スーパー,1,-,-,-,-,-,1,-,-,84
,,569,その他の各種商品小売業（従業者が常時50人未満のもの）,1,-,-,-,-,1,-,-,-,33
,57,織物・衣服・身の回り品小売業,,193,148,30,9,1,3,2,-,-,941
,,570,管理，補助的経済活動を行う事業所,3,2,-,-,-,1,-,-,-,50
,,571,呉服・服地・寝具小売業,19,16,1,2,-,-,-,-,-,60
,,572,男子服小売業,21,13,8,-,-,-,-,-,-,77
,,573,婦人・子供服小売業,65,54,9,-,-,1,1,-,-,281
,,574,靴・履物小売業,18,14,3,1,-,-,-,-,-,55
,,579,その他織物・衣服・身の回り品小売業,67,49,9,6,1,1,1,-,-,418
,58,飲食料品小売業,,573,264,77,118,57,27,20,9,1,"8,071"
,,580,管理，補助的経済活動を行う事業所,5,1,2,2,-,-,-,-,-,44
,,581,各種食料品小売業,56,3,-,4,17,7,16,9,-,"3,539"
,,582,野菜・果実小売業,33,23,5,3,1,1,-,-,-,181
,,583,食肉小売業,17,10,4,2,1,-,-,-,-,96
,,584,鮮魚小売業,18,15,1,2,-,-,-,-,-,68
,,585,酒小売業,36,32,3,-,1,-,-,-,-,107
,,586,菓子・パン小売業,123,79,27,10,4,3,-,-,-,717
,,589,その他の飲食料品小売業,285,101,35,95,33,16,4,-,1,"3,319"
,,58A,料理品小売業,48,13,11,17,5,1,1,-,-,524
,,58B,他に分類されない飲食料品小売業,237,88,24,78,28,15,3,-,1,"2,795"
,59,機械器具小売業,,149,106,20,12,6,1,2,-,2,823
,,590,管理，補助的経済活動を行う事業所,1,-,-,-,1,-,-,-,-,20
,,591,自動車小売業,55,36,8,5,4,1,1,-,-,386
,,592,自転車小売業,23,23,-,-,-,-,-,-,-,41
,,593,機械器具小売業（自動車，自転車を除く）,70,47,12,7,1,-,1,-,2,376
,60,その他の小売業,,680,417,163,68,18,7,3,3,1,"4,138"
,,600,管理，補助的経済活動を行う事業所,4,1,1,1,1,-,-,-,-,52
,,601,家具・建具・畳小売業,27,23,1,1,2,-,-,-,-,109
,,602,じゅう器小売業,31,27,2,2,-,-,-,-,-,84
,,603,医薬品・化粧品小売業,204,83,86,25,8,2,-,-,-,"1,381"
,,604,農耕用品小売業,1,-,1,-,-,-,-,-,-,9
,,605,燃料小売業,18,5,9,3,1,-,-,-,-,135
,,606,書籍・文房具小売業,61,35,8,14,2,-,1,1,-,586
,,607,スポーツ用品・がん具・娯楽用品・楽器小売業,65,44,16,3,1,-,-,-,1,244
,,60A,スポーツ用品小売業,25,14,8,2,-,-,-,-,1,100
,,60B,がん具・娯楽用品小売業,30,23,6,1,-,-,-,-,-,94
,,60C,楽器小売業,10,7,2,-,1,-,-,-,-,50
,,608,写真機・時計・眼鏡小売業,49,33,9,4,-,2,1,-,-,295
,,609,他に分類されない小売業,220,166,30,15,3,3,1,2,-,"1,243"
,,60D,花・植木小売業,45,37,8,-,-,-,-,-,-,132
,,60E,ペット・ペット用品小売業,19,13,4,2,-,-,-,-,-,77
,,60F,中古品小売業,42,33,6,2,-,1,-,-,-,158
,,60G,他に分類されないその他の小売業,114,83,12,11,3,2,1,2,-,876
,61,無店舗小売業,,131,94,20,7,3,2,1,3,1,"1,697"
,,610,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,611,通信販売・訪問販売小売業,100,72,16,5,2,1,-,3,1,"1,487"
,,612,自動販売機による小売業,4,4,-,-,-,-,-,-,-,6
,,619,その他の無店舗小売業,27,18,4,2,1,1,1,-,-,204
J,金融業，保険業,,,136,54,12,30,15,10,3,11,1,"5,752"
,62,銀行業,,19,3,-,5,3,5,1,2,-,798
,,620,管理，補助的経済活動を行う事業所,1,-,-,-,-,-,-,1,-,135
,,621,中央銀行,-,-,-,-,-,-,-,-,-,-
,,622,銀行（中央銀行を除く）,18,3,-,5,3,5,1,1,-,663
,63,協同組織金融業,,25,2,1,19,2,-,-,1,-,654
,,630,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,631,中小企業等金融業,25,2,1,19,2,-,-,1,-,654
,,632,農林水産金融業,-,-,-,-,-,-,-,-,-,-
,64,貸金業，ｸﾚｼﾞｯﾄｶｰﾄﾞ業等非預金信用機関,,10,7,1,-,-,-,-,2,-,622
,,640,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,641,貸金業,1,1,-,-,-,-,-,-,-,2
,,642,質屋,5,5,-,-,-,-,-,-,-,9
,,643,クレジットカード業，割賦金融業,3,-,1,-,-,-,-,2,-,607
,,649,その他の非預金信用機関,1,1,-,-,-,-,-,-,-,4
,65,金融商品取引業，商品先物取引業,,17,12,1,1,1,-,1,-,1,123
,,650,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,651,金融商品取引業,17,12,1,1,1,-,1,-,1,123
,,652,商品先物取引業，商品投資業,-,-,-,-,-,-,-,-,-,-
,66,補助的金融業等,,5,2,-,-,-,-,-,3,-,655
,,660,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,661,補助的金融業，金融附帯業,5,2,-,-,-,-,-,3,-,655
,,662,信託業,-,-,-,-,-,-,-,-,-,-
,,663,金融代理業,-,-,-,-,-,-,-,-,-,-
,67,保険業（保険媒介代理業，保険サービス業を含む）,,60,28,9,5,9,5,1,3,-,"2,900"
,,670,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,671,生命保険業,11,-,-,1,4,5,1,-,-,357
,,672,損害保険業,3,1,-,-,-,-,-,2,-,"2,018"
,,673,共済事業・少額短期保険業,5,-,2,1,2,-,-,-,-,80
,,674,保険媒介代理業,39,27,7,2,2,-,-,1,-,401
,,675,保険サービス業,2,-,-,1,1,-,-,-,-,44
K,不動産業，物品賃貸業,,,1888,1608,193,57,11,6,5,5,3,"7,850"
,68,不動産取引業,,296,183,74,31,4,4,-,-,-,"1,495"
,,680,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,681,建物売買業，土地売買業,73,40,21,7,2,3,-,-,-,453
,,682,不動産代理業・仲介業,223,143,53,24,2,1,-,-,-,"1,042"
,69,不動産賃貸業・管理業,,1550,1404,109,19,4,1,5,5,3,"6,036"
,,690,管理，補助的経済活動を行う事業所,1,-,1,-,-,-,-,-,-,6
,,691,不動産賃貸業（貸家業，貸間業を除く）,157,129,22,3,-,-,-,2,1,"1,279"
,,692,貸家業，貸間業,1014,952,49,6,2,-,3,1,1,"3,000"
,,693,駐車場業,41,36,3,1,1,-,-,-,-,129
,,694,不動産管理業,337,287,34,9,1,1,2,2,1,"1,622"
,70,物品賃貸業,,42,21,10,7,3,1,-,-,-,319
,,700,管理，補助的経済活動を行う事業所,2,2,-,-,-,-,-,-,-,5
,,701,各種物品賃貸業,2,1,-,1,-,-,-,-,-,19
,,702,産業用機械器具賃貸業,7,3,1,1,2,-,-,-,-,75
,,703,事務用機械器具賃貸業,2,1,1,-,-,-,-,-,-,6
,,704,自動車賃貸業,10,3,5,1,1,-,-,-,-,71
,,705,スポーツ・娯楽用品賃貸業,1,-,-,-,-,1,-,-,-,45
,,709,その他の物品賃貸業,18,11,3,4,-,-,-,-,-,98
,,70A,音楽・映像記録物賃貸業,1,-,-,1,-,-,-,-,-,14
,,70B,他に分類されない物品賃貸業,17,11,3,3,-,-,-,-,-,84
L,学術研究，専門・技術サービス業,,,892,677,126,38,19,13,7,8,4,"10,075"
,71,学術・開発研究機関,,12,8,3,-,1,-,-,-,-,62
,,710,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,711,自然科学研究所,9,5,3,-,1,-,-,-,-,54
,,712,人文・社会科学研究所,3,3,-,-,-,-,-,-,-,8
,72,専門サービス業（他に分類されないもの）,,537,439,64,17,5,4,2,4,2,"6,438"
,,720,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,721,法律事務所，特許事務所,21,18,1,2,-,-,-,-,-,73
,,72A,法律事務所,10,10,-,-,-,-,-,-,-,25
,,72B,特許事務所,11,8,1,2,-,-,-,-,-,48
,,722,公証人役場，司法書士事務所，土地家屋調査士事務所,38,35,3,-,-,-,-,-,-,87
,,723,行政書士事務所,9,9,-,-,-,-,-,-,-,15
,,724,公認会計士事務所，税理士事務所,132,98,27,6,1,-,-,-,-,490
,,72C,公認会計士事務所,10,9,1,-,-,-,-,-,-,23
,,72D,税理士事務所,122,89,26,6,1,-,-,-,-,467
,,725,社会保険労務士事務所,17,15,2,-,-,-,-,-,-,42
,,726,デザイン業,66,58,4,1,2,-,-,-,1,191
,,727,著述・芸術家業,3,3,-,-,-,-,-,-,-,3
,,728,経営コンサルタント業，純粋持株会社,101,80,11,2,1,1,2,3,1,"3,607"
,,72E,経営コンサルタント業,90,76,11,2,-,-,1,-,-,284
,,72F,純粋持株会社,11,4,-,-,1,1,1,3,1,"3,323"
,,729,その他の専門サービス業,150,123,16,6,1,3,-,1,-,"1,930"
,,72G,興信所,2,1,1,-,-,-,-,-,-,12
,,72H,他に分類されない専門サービス業,148,122,15,6,1,3,-,1,-,"1,918"
,73,広告業,,47,28,6,6,5,1,1,-,-,367
,,730,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,731,広告業,47,28,6,6,5,1,1,-,-,367
,74,技術サービス業（他に分類されないもの）,,296,202,53,15,8,8,4,4,2,"3,208"
,,740,管理，補助的経済活動を行う事業所,1,-,-,-,-,-,1,-,-,81
,,741,獣医業,32,17,10,5,-,-,-,-,-,175
,,742,土木建築サービス業,194,140,28,7,7,7,3,1,1,"1,653"
,,74A,建築設計業,168,125,23,5,4,6,3,1,1,"1,448"
,,74B,測量業,18,9,5,2,1,1,-,-,-,145
,,74C,その他の土木建築サービス業,8,6,-,-,2,-,-,-,-,60
,,743,機械設計業,7,5,1,-,-,-,-,1,-,168
,,744,商品・非破壊検査業,1,-,-,-,-,-,-,-,1,-
,,745,計量証明業,4,2,2,-,-,-,-,-,-,20
,,746,写真業,35,28,6,-,-,1,-,-,-,131
,,749,その他の技術サービス業,22,10,6,3,1,-,-,2,-,980
M,宿泊業，飲食サービス業,,,1525,905,326,182,74,29,6,1,2,"9,721"
,75,宿泊業,,21,10,5,5,-,-,-,-,1,112
,,750,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,751,旅館，ホテル,8,3,2,3,-,-,-,-,-,54
,,752,簡易宿所,1,1,-,-,-,-,-,-,-,1
,,753,下宿業,-,-,-,-,-,-,-,-,-,-
,,759,その他の宿泊業,12,6,3,2,-,-,-,-,1,57
,,75A,会社・団体の宿泊所,-,-,-,-,-,-,-,-,-,-
,,75B,他に分類さされない宿泊業,12,6,3,2,-,-,-,-,1,57
,76,飲食店,,1383,855,274,156,70,21,5,1,1,"8,452"
,,760,管理，補助的経済活動を行う事業所,12,6,3,1,-,2,-,-,-,112
,,761,食堂，レストラン（専門料理店を除く）,78,39,14,10,13,2,-,-,-,715
,,762,専門料理店,481,274,102,68,30,6,1,-,-,"3,109"
,,76A,日本料理店,113,56,19,17,16,4,1,-,-,"1,035"
,,76B,中華料理店,171,104,36,21,9,1,-,-,-,989
,,76C,焼肉店,43,19,15,8,1,-,-,-,-,275
,,76D,その他の専門料理店,154,95,32,22,4,1,-,-,-,810
,,763,そば・うどん店,70,49,16,3,2,-,-,-,-,308
,,764,すし店,51,38,5,6,2,-,-,-,-,243
,,765,酒場，ビヤホール,362,233,74,41,8,4,1,-,1,"1,846"
,,766,バー，キャバレー，ナイトクラブ,169,123,36,9,1,-,-,-,-,606
,,767,喫茶店,118,77,15,11,11,3,-,1,-,906
,,769,その他の飲食店,42,16,9,7,3,4,3,-,-,607
,,76E,ハンバーガー店,14,-,2,4,3,3,2,-,-,399
,,76F,お好み焼き・焼きそば・たこ焼き店,20,15,4,1,-,-,-,-,-,73
,,76G,他に分類されない飲食店,8,1,3,2,-,1,1,-,-,135
,77,持ち帰り・配達飲食サービス業,,121,40,47,21,4,8,1,-,-,"1,157"
,,770,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,771,持ち帰り飲食サービス業,13,7,2,4,-,-,-,-,-,70
,,772,配達飲食サービス業,108,33,45,17,4,8,1,-,-,"1,087"
N,生活関連サービス業，娯楽業,,,1016,802,120,43,22,14,3,4,8,"5,003"
,78,洗濯・理容・美容・浴場業,,707,613,69,13,3,2,-,1,6,"2,091"
,,780,管理，補助的経済活動を行う事業所,1,-,-,-,-,-,-,1,-,151
,,781,洗濯業,155,132,11,4,3,2,-,-,3,519
,,78A,普通洗濯業,146,128,11,2,2,1,-,-,2,427
,,78B,リネンサプライ業,9,4,-,2,1,1,-,-,1,92
,,782,理容業,147,137,10,-,-,-,-,-,-,342
,,783,美容業,317,276,33,5,-,-,-,-,3,787
,,784,一般公衆浴場業,18,11,6,1,-,-,-,-,-,82
,,785,その他の公衆浴場業,1,-,1,-,-,-,-,-,-,6
,,789,その他洗濯・理容・美容・浴場業,68,57,8,3,-,-,-,-,-,204
,79,その他の生活関連サービス業,,125,86,19,10,5,3,-,1,1,923
,,790,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,791,旅行業,13,8,3,1,-,-,-,1,-,330
,,793,衣服裁縫修理業,17,16,-,-,1,-,-,-,-,52
,,794,物品預り業,2,1,1,-,-,-,-,-,-,9
,,795,火葬・墓地管理業,1,1,-,-,-,-,-,-,-,4
,,796,冠婚葬祭業,29,14,8,3,2,1,-,-,1,195
,,79A,葬儀業,28,14,7,3,2,1,-,-,1,188
,,79B,結婚式場業,1,-,1,-,-,-,-,-,-,7
,,79C,冠婚葬祭業互助会,-,-,-,-,-,-,-,-,-,-
,,799,他に分類されない生活関連サービス業,63,46,7,6,2,2,-,-,-,333
,,79D,写真プリント、現像・焼付業,5,5,-,-,-,-,-,-,-,8
,,79E,他に分類されないその他の生活関連サービス業,58,41,7,6,2,2,-,-,-,325
,80,娯楽業,,184,103,32,20,14,9,3,2,1,"1,989"
,,800,管理，補助的経済活動を行う事業所,6,3,1,-,1,-,-,1,-,219
,,801,映画館,-,-,-,-,-,-,-,-,-,-
,,802,興行場，興行団,69,48,10,6,1,2,1,-,1,440
,,803,競輪・競馬等の競走場，競技団,1,1,-,-,-,-,-,-,-,2
,,804,スポーツ施設提供業,44,26,9,2,1,4,1,1,-,555
,,80A,スポーツ施設提供業（別掲を除く）,6,3,2,-,-,-,-,1,-,153
,,80B,体育館,-,-,-,-,-,-,-,-,-,-
,,80C,ゴルフ場,1,-,1,-,-,-,-,-,-,7
,,80D,ゴルフ練習場,1,-,1,-,-,-,-,-,-,7
,,80E,ボウリング場,1,-,-,1,-,-,-,-,-,18
,,80F,テニス場,2,2,-,-,-,-,-,-,-,4
,,80G,バッティング・テニス練習場,1,1,-,-,-,-,-,-,-,2
,,80H,フィットネスクラブ,32,20,5,1,1,4,1,-,-,364
,,805,公園，遊園地,1,1,-,-,-,-,-,-,-,4
,,806,遊戯場,32,10,8,6,7,1,-,-,-,358
,,80J,マージャンクラブ,10,7,3,-,-,-,-,-,-,40
,,80K,パチンコホール,15,1,2,6,5,1,-,-,-,246
,,80L,ゲームセンター,3,-,1,-,2,-,-,-,-,56
,,80M,その他の遊戯場,4,2,2,-,-,-,-,-,-,16
,,809,その他の娯楽業,31,14,4,6,4,2,1,-,-,411
,,80N,カラオケボックス業,15,6,1,5,2,1,-,-,-,180
,,80R,他に分類されない娯楽業,8,4,1,-,2,1,-,-,-,104
O,教育，学習支援業,,,396,211,55,65,19,20,18,7,1,"7,480"
,81,学校教育,,72,3,7,21,11,11,13,6,-,"4,567"
,,810,管理，補助的経済活動を行う事業所,6,2,1,1,2,-,-,-,-,68
,,811,幼稚園,20,-,4,10,3,3,-,-,-,366
,,812,小学校,2,-,-,-,-,1,1,-,-,729
,,813,中学校,4,-,-,1,-,-,3,-,-,474
,,814,高等学校，中等教育学校,8,-,-,-,1,-,5,2,-,"1,079"
,,815,特別支援学校,-,-,-,-,-,-,-,-,-,150
,,816,高等教育機関,8,-,-,1,-,1,2,4,-,"1,053"
,,817,専修学校，各種学校,22,1,2,8,5,4,2,-,-,574
,,818,学校教育支援機関,-,-,-,-,-,-,-,-,-,-
,,819,幼保連携型認定こども園,2,-,-,-,-,2,-,-,-,74
,82,その他の教育，学習支援業,,324,208,48,44,8,9,5,1,1,"2,913"
,,820,管理，補助的経済活動を行う事業所,4,4,-,-,-,-,-,-,-,9
,,821,社会教育,14,2,1,11,-,-,-,-,-,191
,,82A,公民館,-,-,-,-,-,-,-,-,-,-
,,82B,図書館,12,1,1,10,-,-,-,-,-,178
,,82C,博物館、美術館,2,1,-,1,-,-,-,-,-,13
,,82D,動物園、植物園、水族館,-,-,-,-,-,-,-,-,-,-
,,82P,その他の社会教育,-,-,-,-,-,-,-,-,-,-
,,822,職業・教育支援施設,15,12,-,1,1,-,-,1,-,869
,,823,学習塾,91,33,26,16,6,6,4,-,-,"1,062"
,,824,教養・技能教授業,185,147,20,13,1,2,1,-,1,681
,,82F,音楽教授業,30,28,1,-,-,-,-,-,1,44
,,82G,書道教授業,11,11,-,-,-,-,-,-,-,12
,,82H,生花・茶道教授業,4,3,1,-,-,-,-,-,-,9
,,82J,そろばん教授業,8,8,-,-,-,-,-,-,-,15
,,82K,外国語会話教授業,16,10,3,3,-,-,-,-,-,72
,,82L,スポーツ・健康教授業,44,29,9,4,-,2,-,-,-,236
,,82M,その他の教養・技術教授業,72,58,6,6,1,-,1,-,-,293
,,829,他に分類されない教育，学習支援業,15,10,1,3,-,1,-,-,-,101
P,医療，福祉,,,1207,457,350,227,70,63,18,15,7,"17,332"
,83,医療業,,770,398,250,90,13,7,3,8,1,"7,879"
,,830,管理，補助的経済活動を行う事業所,2,-,1,-,1,-,-,-,-,34
,,831,病院,9,-,-,-,-,-,2,7,-,"3,408"
,,832,一般診療所,267,78,122,56,5,5,-,-,1,"2,066"
,,833,歯科診療所,227,116,80,25,4,-,1,1,-,"1,418"
,,834,助産・看護業,23,6,7,6,3,1,-,-,-,264
,,83A,助産所,2,1,-,1,-,-,-,-,-,12
,,83B,看護業,21,5,7,5,3,1,-,-,-,252
,,835,療術業,233,192,37,3,-,1,-,-,-,659
,,836,医療に附帯するサービス業,9,6,3,-,-,-,-,-,-,30
,,83C,歯科技工所,7,5,2,-,-,-,-,-,-,21
,,83D,その他の医療に附帯するサービス業,2,1,1,-,-,-,-,-,-,9
,84,保健衛生,,7,3,-,3,-,1,-,-,-,203
,,840,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,841,保健所,-,-,-,-,-,-,-,-,-,112
,,842,健康相談施設,6,3,-,2,-,1,-,-,-,75
,,849,その他の保健衛生,1,-,-,1,-,-,-,-,-,16
,85,社会保険・社会福祉・介護事業,,430,56,100,134,57,55,15,7,6,"9,250"
,,850,管理，補助的経済活動を行う事業所,8,5,2,1,-,-,-,-,-,36
,,851,社会保険事業団体,9,1,2,-,-,2,-,1,3,438
,,852,福祉事務所,-,-,-,-,-,-,-,-,-,-
,,853,児童福祉事業,143,3,29,60,24,22,3,1,1,"3,376"
,,85A,保育所,92,1,17,34,19,19,2,-,-,"2,347"
,,85B,その他の児童福祉事業,51,2,12,26,5,3,1,1,1,"1,029"
,,854,老人福祉・介護事業,209,31,51,60,28,25,9,4,1,"4,093"
,,85C,特別養護老人ホーム,10,-,-,-,-,3,3,4,-,953
,,85D,介護老人保健施設,-,-,-,-,-,-,-,-,-,-
,,85E,通所・短期入所介護事業,76,10,29,27,8,2,-,-,-,857
,,85F,訪問介護事業,50,4,8,16,10,9,3,-,-,998
,,85G,認知症老人グループホーム,14,-,1,9,2,2,-,-,-,274
,,85H,有料老人ホーム,19,1,-,3,5,6,3,-,1,623
,,85J,その他の老人福祉・介護事業,40,16,13,5,3,3,-,-,-,388
,,855,障害者福祉事業,52,12,14,12,5,6,2,1,-,"1,089"
,,859,その他の社会保険・社会福祉・介護事業,9,4,2,1,-,-,1,-,1,218
,,85K,更生保護事業,2,1,1,-,-,-,-,-,-,8
,,85L,他に分類されない社会保障・社会福祉・介護事業,7,3,1,1,-,-,1,-,1,210
Q,複合サービス事業,,,32,1,21,5,-,1,2,2,-,813
,86,郵便局,,30,1,21,5,-,-,1,2,-,690
,,860,管理，補助的経済活動を行う事業所,1,-,-,-,-,-,1,-,-,63
,,861,郵便局,28,-,21,5,-,-,-,2,-,626
,,862,郵便局受託業,1,1,-,-,-,-,-,-,-,1
,87,協同組合（他に分類されないもの）,,2,-,-,-,-,1,1,-,-,123
,,870,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,871,農林水産業協同組合（他に分類されないもの）,-,-,-,-,-,-,-,-,-,-
,,872,事業協同組合（他に分類されないもの）,2,-,-,-,-,1,1,-,-,123
R,サービス業（他に分類されないもの）,,,664,378,105,76,31,23,25,17,9,"10,912"
,88,廃棄物処理業,,18,4,2,5,2,1,2,2,-,781
,,880,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,881,一般廃棄物処理業,12,2,1,4,2,1,1,1,-,542
,,882,産業廃棄物処理業,6,2,1,1,-,-,1,1,-,239
,,889,その他の廃棄物処理業,-,-,-,-,-,-,-,-,-,-
,89,自動車整備業,,22,14,4,3,1,-,-,-,-,120
,,890,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,891,自動車整備業,22,14,4,3,1,-,-,-,-,120
,90,機械等修理業,,46,32,8,1,2,1,1,-,1,281
,,900,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,901,機械修理業（電気機械器具を除く）,14,6,4,-,2,1,1,-,-,190
,,902,電気機械器具修理業,7,3,3,-,-,-,-,-,1,27
,,903,表具業,5,5,-,-,-,-,-,-,-,7
,,909,その他の修理業,20,18,1,1,-,-,-,-,-,57
,91,職業紹介・労働者派遣業,,32,12,6,6,1,5,1,1,-,822
,,910,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,911,職業紹介業,12,8,3,-,1,-,-,-,-,57
,,912,労働者派遣業,20,4,3,6,-,5,1,1,-,765
,92,その他の事業サービス業,,293,125,48,49,23,15,20,13,-,"7,752"
,,920,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,921,速記・ワープロ入力・複写業,5,2,1,2,-,-,-,-,-,46
,,922,建物サービス業,123,42,30,21,13,4,9,4,-,"2,723"
,,923,警備業,27,3,3,5,4,4,6,2,-,"1,035"
,,929,他に分類されない事業サービス業,138,78,14,21,6,7,5,7,-,"3,948"
,93,政治・経済・文化団体,,115,80,16,8,2,-,1,-,8,488
,,931,経済団体,37,26,6,2,2,-,-,-,1,153
,,932,労働団体,4,3,-,1,-,-,-,-,-,20
,,933,学術・文化団体,8,6,-,2,-,-,-,-,-,41
,,934,政治団体,4,2,1,-,-,-,-,-,1,13
,,939,他に分類されない非営利的団体,62,43,9,3,-,-,1,-,6,261
,94,宗教,,130,107,19,4,-,-,-,-,-,382
,,941,神道系宗教,18,17,1,-,-,-,-,-,-,45
,,942,仏教系宗教,54,37,15,2,-,-,-,-,-,210
,,943,キリスト教系宗教,27,24,3,-,-,-,-,-,-,52
,,949,その他の宗教,31,29,-,2,-,-,-,-,-,75
,95,その他のサービス業,,8,4,2,-,-,1,-,1,-,286
,,950,管理，補助的経済活動を行う事業所,-,-,-,-,-,-,-,-,-,-
,,951,集会場,7,4,2,-,-,1,-,-,-,94
,,952,と畜場,-,-,-,-,-,-,-,-,-,-
,,959,他に分類されないサービス業,1,-,-,-,-,-,-,1,-,192
注）　産業分類の項目名は，適宜簡略化した。,,,,,,,,,,,,,
資料　総務省統計局「令和3年経済センサス-活動調査（産業横断的集計）」,,,,,,,,,,,,,
